year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,dewp_c,slp_c,visib_c,wdsp_c,mxpsd_c,gust_c,max_c,min_c,prcp_c,sndp_c,fog_c
2021,12,16,5,2021-12-16,15,0,129,2,29,1,173,3,590,310,3,1,8,80,7,5,1,0,21,27,3,30,3,0,4,16,10,15,16,8,52.9,47.8,1021.5,7.5,14.6,19.0,25.1,55.9,48.0,0.0,,0
2021,12,17,6,2021-12-17,21,0,93,2,30,0,144,2,568,300,1,0,5,86,5,5,1,0,28,18,3,43,6,0,3,7,9,12,14,4,55.3,44.5,1013.4,8.7,14.6,19.0,25.1,61.0,48.9,0.0,,0
2021,12,18,7,2021-12-18,10,0,112,0,26,0,148,0,641,328,2,0,8,74,10,12,7,2,16,20,1,32,4,0,4,15,9,20,17,3,46.5,34.7,1020.1,9.7,7.7,13.0,,61.0,44.1,0.0,,0
2021,12,19,1,2021-12-19,7,0,92,0,17,0,116,0,548,286,2,1,10,78,3,7,9,0,24,14,1,30,3,1,6,12,8,7,17,4,45.6,41.7,1010.5,7.8,14.4,25.1,35.0,54.0,37.9,0.01,,1
2021,12,20,2,2021-12-20,13,0,87,0,29,1,129,1,553,290,2,0,11,72,4,6,2,2,25,19,3,39,1,0,3,9,10,11,8,4,35.8,24.2,1023.8,10.0,11.9,22.0,32.1,37.9,30.9,0.0,,0
2021,12,21,3,2021-12-21,6,0,66,0,17,1,89,1,480,251,1,0,15,59,9,10,2,0,28,10,2,32,3,0,3,4,7,9,11,2,43.5,31.2,1019.5,10.0,12.2,21.0,27.0,48.0,30.9,0.0,,0
2021,12,22,4,2021-12-22,5,0,79,0,28,0,112,0,503,273,3,0,6,90,11,5,3,0,24,19,0,23,5,0,3,6,5,9,14,4,50.0,44.7,1005.1,8.9,10.8,22.0,28.0,59.0,36.0,0.0,,0
2021,12,23,5,2021-12-23,9,0,111,0,27,0,147,0,569,297,2,0,11,82,6,5,3,0,19,21,4,33,0,0,6,8,6,9,13,2,35.0,14.6,1014.0,10.0,14.5,21.0,32.1,41.0,30.9,0.22,,0
2021,12,24,6,2021-12-24,6,1,90,1,30,2,126,4,534,277,1,0,8,73,3,12,3,0,17,16,1,40,1,0,3,8,8,13,12,2,31.5,18.3,1020.6,8.5,5.8,12.0,,37.0,28.9,0.0,,0
2021,12,25,7,2021-12-25,7,0,88,0,16,0,111,0,365,188,1,0,4,36,3,5,7,0,13,8,0,24,1,0,2,3,3,15,8,1,42.7,38.9,1010.2,8.3,6.4,12.0,,50.0,28.9,0.01,,0
2021,12,26,1,2021-12-26,6,0,63,0,13,1,82,1,348,184,2,0,5,42,4,6,1,0,14,14,0,15,0,0,2,9,3,9,15,3,42.8,36.7,1004.7,8.3,13.7,25.1,32.1,50.0,35.1,0.25,,1
2021,12,27,2,2021-12-27,10,0,56,0,17,0,83,0,382,201,0,0,4,52,5,10,5,0,16,18,1,24,2,0,3,2,2,7,12,4,38.0,28.4,1015.3,10.0,12.4,19.0,26.0,44.1,36.0,0.03,,0
2021,12,28,3,2021-12-28,6,0,95,0,26,0,127,0,412,218,1,0,12,64,3,3,2,0,23,16,0,24,0,0,6,7,4,11,9,6,43.1,38.3,1011.0,9.1,7.5,14.0,,48.9,35.1,0.05,,0
2021,12,29,4,2021-12-29,4,0,56,1,15,0,75,1,376,187,2,1,5,44,3,6,8,0,17,7,1,28,1,1,0,6,5,10,11,2,43.9,36.4,1012.1,10.0,4.1,9.9,,48.9,39.9,0.01,,0
2021,12,30,5,2021-12-30,6,0,82,0,23,0,111,0,414,217,0,0,5,49,8,6,7,0,21,12,1,28,3,0,4,6,3,15,10,3,47.4,42.1,1014.2,9.9,5.4,9.9,,51.1,41.0,0.0,,0
2021,12,31,6,2021-12-31,10,0,65,1,20,0,95,1,426,228,2,1,6,63,2,10,3,1,20,9,1,19,1,2,5,6,6,16,14,6,48.3,44.9,1014.2,8.5,3.4,8.0,,51.1,45.0,0.0,,0
2022,1,1,7,2022-01-01,10,0,104,0,24,0,138,0,533,281,0,1,5,63,4,16,15,0,17,12,0,21,6,0,5,19,5,23,10,6,50.4,47.4,1013.2,7.0,5.9,11.1,,54.0,46.9,0.02,,1
2022,1,2,1,2022-01-02,8,0,53,1,12,1,73,2,334,177,1,0,6,35,5,6,7,1,17,14,0,17,2,0,7,5,6,9,6,1,52.1,50.4,1001.8,2.0,6.6,15.9,25.1,55.0,46.9,0.41,,1
2022,1,3,2,2022-01-03,5,0,59,0,15,0,79,0,393,207,1,0,8,55,5,6,2,0,10,12,1,18,0,0,1,10,4,14,8,1,39.7,32.8,1015.6,8.1,15.9,25.1,31.1,55.0,33.1,0.29,,1
2022,1,4,3,2022-01-04,2,0,83,1,27,1,112,2,482,254,1,1,4,71,0,9,4,0,23,13,1,26,1,1,5,4,10,11,9,5,30.2,20.6,1024.9,8.4,14.4,27.0,35.0,41.0,25.0,0.05,,0
2022,1,5,4,2022-01-05,6,0,118,0,25,0,149,0,611,303,5,0,11,57,6,3,62,0,25,18,1,25,3,1,8,11,6,10,8,5,45.9,38.5,1020.0,9.7,17.0,22.9,32.1,53.1,25.0,0.0,,0
2022,1,6,5,2022-01-06,7,0,72,0,16,0,95,0,438,229,0,0,10,57,7,6,1,0,24,17,0,18,2,0,2,7,6,10,6,2,45.9,37.8,1008.6,8.2,10.8,17.1,24.1,53.1,37.0,0.68,,0
2022,1,7,6,2022-01-07,2,0,76,0,19,0,97,0,535,293,2,0,9,62,10,3,54,0,12,16,0,22,1,0,5,5,6,13,12,5,36.2,28.4,1008.8,8.2,12.0,22.0,31.1,51.1,33.1,0.13,,0
2022,1,8,7,2022-01-08,5,0,72,2,15,0,92,2,436,232,4,0,9,47,5,8,8,0,24,20,2,12,2,0,2,4,10,14,8,3,26.6,15.2,1025.0,10.0,13.0,20.0,32.1,41.0,18.0,0.17,,0
2022,1,9,1,2022-01-09,2,0,65,1,40,0,107,1,426,233,4,0,7,62,3,5,10,0,26,12,0,20,1,0,6,9,3,12,8,2,41.5,32.3,1027.7,9.6,15.6,25.1,34.0,52.0,18.0,0.0,,0
2022,1,10,2,2022-01-10,9,0,74,0,29,0,112,0,480,262,1,0,8,70,6,6,2,0,19,11,2,32,1,0,4,14,11,9,12,5,38.4,24.4,1015.0,9.5,14.6,22.0,28.9,52.0,28.9,0.04,,0
2022,1,11,3,2022-01-11,8,0,81,0,14,0,103,0,487,251,3,0,13,59,9,4,8,0,17,17,0,34,0,1,5,8,6,5,3,7,22.2,5.0,1024.4,10.0,16.4,24.1,35.9,28.9,16.0,0.02,,0
2022,1,12,4,2022-01-12,5,0,72,0,34,0,111,0,462,247,5,1,4,77,3,6,5,0,26,15,3,22,3,0,2,3,7,11,10,3,30.0,18.8,1025.9,9.4,13.9,25.1,29.9,45.0,10.9,0.0,,0
2022,1,13,5,2022-01-13,11,0,83,1,26,1,120,2,492,259,2,1,7,55,2,7,0,2,18,21,2,45,2,0,3,5,6,13,13,4,39.7,31.3,1017.6,10.0,6.0,15.0,,48.0,28.9,0.0,,0
2022,1,14,6,2022-01-14,9,0,96,0,22,0,127,0,530,285,2,0,10,84,4,11,2,0,22,17,1,26,0,0,4,8,4,11,8,12,45.0,41.8,1006.4,7.2,17.2,40.0,52.1,48.9,27.0,0.06,,0
2022,1,15,7,2022-01-15,7,0,63,0,18,1,88,1,458,232,4,0,7,53,6,15,2,0,15,12,1,28,2,1,3,4,5,12,6,6,24.2,11.7,1014.8,8.8,23.0,33.0,54.0,37.0,16.0,0.39,,0
2022,1,16,1,2022-01-16,8,1,59,0,20,0,87,1,499,265,1,0,7,68,9,16,19,0,15,17,1,22,4,0,3,6,6,11,11,6,25.2,14.5,1027.2,10.0,9.0,17.1,22.0,35.1,15.1,0.0,,0
2022,1,17,2,2022-01-17,1,0,48,0,17,1,66,1,360,199,0,0,7,39,3,7,11,0,10,9,2,15,1,0,2,7,5,9,8,2,45.7,38.4,1003.8,6.5,22.7,35.9,48.0,54.0,36.0,0.41,,0
2022,1,18,3,2022-01-18,7,0,51,0,18,0,76,0,466,249,2,0,6,63,5,6,3,1,19,13,1,32,3,0,4,6,4,7,12,8,36.2,19.8,1000.8,9.8,19.7,26.0,35.0,54.0,30.9,0.6,,0
2022,1,19,4,2022-01-19,5,0,66,0,23,0,94,0,489,253,2,0,14,56,4,5,2,0,14,23,2,36,5,0,8,3,8,7,4,3,35.5,20.7,1020.2,9.6,11.4,18.1,27.0,48.9,18.0,0.0,,0
2022,1,20,5,2022-01-20,7,0,81,0,26,0,114,0,455,243,2,0,7,57,9,9,7,0,28,14,4,31,0,0,3,4,9,10,10,3,42.7,36.8,1016.5,7.8,10.5,15.9,21.0,48.9,35.6,0.0,,0
2022,1,21,6,2022-01-21,8,0,67,0,20,1,95,1,539,285,1,0,18,65,6,19,2,0,16,24,1,34,1,0,2,11,5,11,14,5,30.7,19.7,1028.0,9.8,17.5,21.0,27.0,48.9,27.0,0.02,,0
2022,1,22,7,2022-01-22,3,0,90,0,16,0,109,0,508,266,2,0,10,66,4,13,1,1,17,21,1,26,3,0,3,9,5,12,12,2,31.2,20.6,1028.3,8.6,13.5,19.0,24.1,35.1,27.0,0.0,,1
2022,1,23,1,2022-01-23,5,0,78,0,21,2,104,2,446,228,2,0,7,65,7,8,3,0,17,17,2,12,1,0,7,9,4,12,10,1,33.6,22.7,1014.2,10.0,10.8,18.1,21.0,39.9,25.0,0.0,,0
2022,1,24,2,2022-01-24,7,0,62,0,25,3,94,3,447,236,2,0,6,57,4,5,6,0,21,31,0,26,2,0,2,7,7,7,8,4,34.5,23.8,1010.6,9.7,7.4,12.0,,39.9,25.0,0.0,,0
2022,1,25,3,2022-01-25,10,0,83,2,14,0,107,2,445,233,0,0,6,56,2,5,1,0,15,16,0,35,1,0,2,6,14,9,9,4,41.6,31.8,1013.2,10.0,9.6,15.0,19.0,48.9,30.0,0.0,,0
2022,1,26,4,2022-01-26,6,0,74,0,30,0,110,0,480,262,1,0,9,58,7,4,0,0,32,18,0,26,4,0,7,9,6,7,9,7,31.3,15.1,1021.4,10.0,13.0,17.1,22.9,48.9,26.1,0.0,,0
2022,1,27,5,2022-01-27,7,0,83,0,36,0,126,0,519,270,2,0,8,67,9,8,1,1,23,28,2,25,2,0,3,7,8,13,17,5,25.5,12.9,1029.6,10.0,9.8,17.1,25.1,34.0,21.9,0.0,,0
2022,1,28,6,2022-01-28,3,0,66,0,32,0,101,0,520,283,2,0,8,61,8,3,15,0,24,20,2,35,2,0,3,7,8,10,6,0,36.6,24.5,1021.3,10.0,9.6,15.9,,42.1,21.9,0.0,,0
2022,1,29,7,2022-01-29,2,0,52,0,8,0,62,0,494,276,1,0,6,45,6,8,66,0,6,14,3,15,2,0,3,5,4,12,8,4,34.4,30.6,1002.7,3.7,28.1,46.0,61.0,42.1,26.1,0.53,,1
2022,1,30,1,2022-01-30,2,0,61,0,10,0,73,0,395,224,2,0,6,46,2,1,31,0,11,14,0,16,1,0,4,3,3,10,3,4,20.8,9.5,1008.0,8.7,16.5,25.1,39.0,26.1,17.1,0.41,,0
2022,1,31,2,2022-01-31,0,0,67,0,22,0,89,0,579,311,3,0,12,59,6,9,33,0,23,21,0,43,1,1,7,5,5,9,13,4,22.9,6.6,1025.3,10.0,5.9,11.1,,30.0,12.0,0.0,,0
2022,2,1,3,2022-02-01,2,0,72,0,27,1,101,1,496,271,4,0,8,62,4,6,10,0,23,17,2,27,2,0,5,3,7,4,11,3,33.8,23.3,1032.3,10.0,9.2,13.0,17.1,39.2,25.0,0.0,,0
2022,2,2,4,2022-02-02,9,0,83,0,31,0,123,0,489,267,1,0,11,67,4,5,8,0,23,17,2,29,3,0,2,7,6,6,14,7,41.5,36.7,1032.3,7.7,6.8,11.1,,46.9,25.0,0.0,,0
2022,2,3,5,2022-02-03,4,0,56,0,40,0,100,0,428,245,2,1,9,66,6,2,10,0,25,13,1,27,2,0,0,9,2,3,12,1,44.3,42.8,1025.9,0.8,5.9,11.1,,51.1,37.0,0.05,,1
2022,2,4,6,2022-02-04,4,0,63,1,56,0,123,1,490,282,1,0,8,72,5,13,12,1,27,15,0,37,1,0,1,6,5,13,13,1,47.7,45.8,1014.6,3.8,13.8,25.1,32.1,53.6,39.0,0.15,,1
2022,2,5,7,2022-02-05,5,0,105,0,19,1,129,1,579,292,2,0,10,83,8,16,10,1,20,20,2,25,1,0,1,7,6,12,8,7,32.0,25.0,1016.5,7.6,16.5,20.0,27.0,53.1,26.1,1.17,,0
2022,2,6,1,2022-02-06,6,0,102,2,16,0,124,2,508,267,1,1,11,68,3,7,2,0,17,22,0,23,1,0,4,6,7,18,11,4,27.3,13.5,1034.4,10.0,9.8,15.9,27.0,35.1,23.0,0.01,,0
2022,2,7,2,2022-02-07,5,0,80,0,37,0,122,0,503,274,3,0,12,73,3,5,12,0,26,11,1,34,0,0,2,9,14,11,9,2,41.9,34.4,1029.3,10.0,10.2,14.0,,50.0,23.0,0.0,,0
2022,2,8,3,2022-02-08,13,0,90,0,35,0,138,0,491,274,5,0,9,79,4,1,5,1,20,21,2,28,1,1,2,6,8,14,12,3,45.7,43.2,1012.5,5.8,11.9,15.9,21.0,51.8,41.0,0.73,,1
2022,2,9,4,2022-02-09,6,0,93,0,28,2,127,2,498,267,2,0,11,51,5,5,2,0,23,27,1,33,2,1,5,11,3,17,14,9,36.3,24.3,1015.7,10.0,13.0,21.0,28.0,51.1,32.0,0.01,,0
2022,2,10,5,2022-02-10,15,0,88,0,31,0,134,0,560,298,3,0,8,85,4,6,2,1,18,28,0,25,2,0,1,15,4,10,7,7,42.3,37.9,1012.8,10.0,10.1,18.1,,50.0,32.0,0.0,,0
2022,2,11,6,2022-02-11,13,0,102,0,30,0,145,0,593,311,1,0,11,84,2,3,1,0,43,17,4,33,5,1,3,4,8,11,15,5,44.3,35.6,1016.0,10.0,8.0,12.0,,51.1,35.1,0.0,,0
2022,2,12,7,2022-02-12,7,0,90,0,20,1,117,1,448,233,5,0,10,61,2,10,0,0,16,17,0,30,1,0,6,3,5,11,13,2,47.7,41.5,1014.2,9.3,12.0,15.9,,53.1,37.9,0.0,,0
2022,2,13,1,2022-02-13,7,0,89,0,11,1,107,1,413,225,1,0,3,70,4,13,12,0,17,10,0,21,0,0,2,7,2,14,12,4,40.3,31.1,1018.5,9.6,11.6,15.9,19.0,53.1,37.0,0.0,,0
2022,2,14,2,2022-02-14,5,0,75,0,28,0,108,0,563,302,2,0,13,68,5,13,4,0,24,29,2,44,1,0,1,11,9,10,10,6,29.7,22.4,1015.3,5.4,16.2,21.0,29.9,43.0,21.9,0.1,,0
2022,2,15,3,2022-02-15,11,0,103,0,22,0,136,0,548,286,1,0,15,74,7,5,3,1,16,25,0,29,0,0,4,10,6,10,12,3,20.4,1.0,1031.8,10.0,11.6,18.1,22.9,35.1,16.0,0.01,,0
2022,2,16,4,2022-02-16,8,0,77,0,26,0,111,0,528,276,3,0,12,62,3,3,2,1,19,21,0,37,1,1,4,10,10,10,12,6,30.5,18.0,1040.5,10.0,9.9,20.0,26.0,44.1,15.1,0.0,,0
2022,2,17,5,2022-02-17,9,0,81,1,33,1,123,2,487,263,3,0,11,66,2,10,1,0,21,20,3,42,2,0,5,3,7,5,7,6,48.9,44.9,1026.9,7.5,16.9,21.0,28.9,53.1,44.1,0.0,,0
2022,2,18,6,2022-02-18,11,0,74,0,34,1,119,1,500,275,0,0,5,74,4,8,1,1,25,29,3,34,1,0,3,4,7,9,11,4,50.6,45.0,1005.8,4.9,21.0,32.1,44.1,57.0,37.0,0.17,,0
2022,2,19,7,2022-02-19,3,0,87,0,14,1,104,1,449,231,5,0,10,54,3,16,1,1,7,15,0,22,1,0,3,7,6,12,11,3,34.1,21.3,1015.0,9.4,12.2,27.0,34.0,57.0,23.0,0.19,,0
2022,2,20,1,2022-02-20,9,0,99,0,15,0,123,0,482,245,3,1,7,68,6,9,0,0,14,16,2,25,1,0,2,5,5,15,14,5,27.9,9.1,1025.0,10.0,16.5,27.0,41.0,44.1,21.9,0.0,,0
2022,2,21,2,2022-02-21,3,0,64,1,16,1,83,2,360,193,3,0,5,50,8,7,1,0,13,20,1,17,0,0,7,5,3,10,6,3,42.9,34.5,1027.7,10.0,15.5,25.1,32.1,50.0,21.9,0.0,,0
2022,2,22,3,2022-02-22,7,0,71,1,32,0,110,1,432,233,3,2,5,59,6,2,1,0,25,14,0,28,1,0,6,6,8,11,6,2,44.9,42.6,1028.8,7.7,8.3,18.1,,51.1,39.0,0.0,,1
2022,2,23,4,2022-02-23,7,0,71,0,25,0,103,0,465,243,3,0,7,60,4,2,3,1,27,18,3,38,2,0,3,6,3,7,6,4,49.5,47.0,1014.6,4.9,16.6,22.0,29.9,52.0,39.0,0.3,,0
2022,2,24,5,2022-02-24,6,1,61,0,19,1,86,2,410,223,5,0,8,52,1,3,4,0,22,11,3,24,1,0,8,4,4,13,7,3,36.0,21.8,1026.4,10.0,12.6,18.1,24.1,52.0,30.9,0.06,,0
2022,2,25,6,2022-02-25,11,0,57,2,17,0,85,2,473,250,1,1,7,53,5,5,18,0,13,21,2,26,1,0,5,6,9,9,6,2,36.6,30.9,1023.4,6.5,11.3,17.1,28.0,44.1,30.9,0.19,,0
2022,2,26,7,2022-02-26,9,0,72,1,21,0,102,1,459,245,0,0,8,50,7,16,2,1,21,20,1,26,3,0,5,10,7,10,15,3,30.5,23.3,1025.6,9.4,12.7,21.0,28.0,44.1,27.0,0.55,,0
2022,2,27,1,2022-02-27,3,0,119,0,17,0,139,0,484,242,0,1,10,57,1,18,1,0,9,23,0,24,4,1,2,11,4,14,11,1,34.9,20.8,1016.7,10.0,13.2,24.1,31.1,42.1,27.0,0.0,,0
2022,2,28,2,2022-02-28,6,0,76,3,25,0,107,3,506,275,2,0,17,68,3,7,1,0,26,20,3,39,3,0,5,5,6,6,15,2,31.0,9.9,1018.5,10.0,14.4,22.9,31.1,42.1,26.1,0.0,,0
2022,3,1,3,2022-03-01,6,0,70,0,23,0,99,0,464,245,3,0,8,64,5,7,1,0,15,20,1,41,2,1,2,5,2,6,6,3,31.7,13.7,1024.9,10.0,8.3,19.0,22.9,42.1,18.0,0.0,,0
2022,3,2,4,2022-03-02,7,0,95,0,28,0,130,0,469,242,4,0,3,70,4,5,1,0,23,17,0,36,2,0,4,5,9,10,10,7,44.1,34.3,1013.4,9.4,11.1,18.1,26.0,46.0,39.9,0.07,,0
2022,3,3,5,2022-03-03,13,0,95,0,27,0,135,0,578,316,3,0,16,77,6,10,5,0,20,34,3,47,5,0,5,8,5,11,12,1,40.8,29.5,1013.4,9.3,11.1,20.0,28.9,48.0,30.9,0.11,,0
2022,3,4,6,2022-03-04,4,0,83,2,39,2,126,4,615,322,2,0,5,86,7,5,1,0,21,28,0,35,3,0,4,6,13,13,14,12,28.2,10.2,1029.7,10.0,13.7,22.0,35.0,46.0,21.9,0.01,,0
2022,3,5,7,2022-03-05,4,0,84,2,21,0,109,2,493,254,4,2,10,63,7,16,1,1,14,16,1,38,1,0,5,11,4,9,13,4,34.5,16.0,1032.1,10.0,9.6,15.9,20.0,41.0,21.9,0.0,,0
2022,3,6,1,2022-03-06,6,0,91,0,19,0,116,0,437,234,1,0,3,55,4,13,2,0,11,16,0,26,1,0,1,12,6,11,7,3,46.4,42.9,1023.4,5.0,13.6,21.0,28.0,51.1,28.0,0.01,,1
2022,3,7,2,2022-03-07,19,0,108,0,20,1,147,1,613,325,1,0,12,85,8,4,2,0,27,17,3,41,3,0,1,7,12,9,14,6,49.4,46.9,1010.6,3.6,15.5,22.0,28.0,52.0,42.1,0.04,,1
2022,3,8,3,2022-03-08,7,0,90,0,18,1,115,1,473,252,1,0,10,60,3,4,1,0,20,23,3,34,3,0,5,7,9,6,13,4,46.5,30.0,1009.2,8.5,18.1,29.9,36.9,55.0,36.0,0.0,,0
2022,3,9,4,2022-03-09,14,0,71,0,37,0,122,0,514,283,2,1,5,96,2,3,8,1,34,20,1,25,4,1,1,11,8,10,14,3,38.5,29.4,1020.2,8.3,6.9,13.0,20.0,54.0,32.0,0.0,,0
2022,3,10,5,2022-03-10,5,0,98,0,28,0,131,0,501,263,1,0,8,65,2,8,3,0,10,20,3,30,4,0,3,4,5,10,14,7,40.3,35.6,1018.0,9.0,8.4,14.0,18.1,45.0,32.0,0.24,,0
2022,3,11,6,2022-03-11,10,0,108,0,29,1,147,1,607,325,1,0,14,73,6,14,0,0,23,19,1,36,3,0,6,13,10,4,19,8,39.8,34.6,1019.7,9.6,5.2,11.1,,46.9,30.0,0.0,,0
2022,3,12,7,2022-03-12,11,0,78,0,19,0,108,0,471,251,3,0,7,55,8,13,6,0,22,16,2,24,3,1,1,7,4,10,15,4,47.2,45.5,1002.6,4.1,12.4,27.0,38.1,57.9,30.0,0.12,,1
2022,3,13,1,2022-03-13,2,0,99,0,17,1,118,1,512,269,2,0,8,66,10,11,3,0,21,27,1,22,4,1,5,9,4,17,7,4,30.7,15.0,1013.2,8.6,22.0,29.9,44.1,36.0,25.0,0.89,,0
2022,3,14,2,2022-03-14,9,0,125,1,31,0,165,1,584,305,1,0,10,72,4,7,1,1,23,35,1,35,3,0,0,5,6,11,11,6,40.7,28.9,1027.3,10.0,13.2,22.0,31.1,48.0,25.0,0.0,,0
2022,3,15,3,2022-03-15,17,0,95,0,26,1,138,1,551,290,1,0,11,72,4,4,3,0,27,25,3,44,3,0,7,8,6,12,12,3,45.2,40.2,1025.0,10.0,9.7,15.9,,53.1,34.0,0.0,,0
2022,3,16,4,2022-03-16,14,0,90,0,39,0,143,0,556,304,1,0,14,83,5,6,0,0,32,22,2,38,4,1,2,6,7,12,11,7,45.7,39.5,1022.0,9.5,7.7,14.0,,54.0,37.9,0.0,,1
2022,3,17,5,2022-03-17,4,0,110,0,26,0,140,0,519,277,2,0,8,75,3,10,4,0,19,18,0,28,2,0,2,13,7,14,13,7,46.1,43.7,1020.1,6.2,9.5,14.0,,55.0,36.0,0.0,,0
2022,3,18,6,2022-03-18,18,0,133,0,28,0,179,0,695,352,2,0,15,91,9,11,1,2,27,45,0,40,1,2,6,11,10,10,15,7,50.0,47.8,1014.0,3.6,8.1,13.0,,55.9,37.9,0.15,,1
2022,3,19,7,2022-03-19,13,0,119,0,18,1,150,1,558,283,1,0,11,66,1,17,3,0,17,20,1,34,3,0,2,12,7,13,10,8,48.9,47.8,1015.4,0.7,10.6,17.1,24.1,55.9,43.0,0.0,,1
2022,3,20,1,2022-03-20,8,0,123,0,16,0,147,0,496,253,3,0,12,59,6,15,3,0,14,23,0,19,1,0,2,6,9,14,10,4,51.8,48.1,1005.4,4.4,9.8,18.1,25.1,61.0,44.1,0.14,,1
2022,3,21,2,2022-03-21,17,0,118,0,32,0,167,0,544,289,1,0,9,76,3,8,2,0,25,24,0,26,4,0,4,9,10,17,12,3,48.7,36.2,1010.7,10.0,14.9,22.9,29.9,61.0,44.1,0.02,,0
2022,3,22,3,2022-03-22,13,0,78,0,23,0,114,0,523,286,4,0,8,78,3,6,2,1,26,20,2,23,2,0,2,15,7,10,11,13,46.2,24.9,1016.1,10.0,12.7,18.1,26.0,54.0,41.0,0.0,,0
2022,3,23,4,2022-03-23,12,0,85,0,20,0,117,0,495,266,1,0,11,53,6,2,1,0,19,23,6,35,3,0,4,9,7,9,8,6,41.0,24.3,1023.4,10.0,9.2,18.1,25.1,54.0,35.1,0.0,,0
2022,3,24,5,2022-03-24,8,0,82,1,36,0,126,1,473,260,2,1,4,58,8,6,6,0,32,23,1,26,2,0,3,6,5,8,12,3,43.7,39.1,1021.6,5.3,16.4,28.9,36.9,50.0,35.1,0.52,,1
2022,3,25,6,2022-03-25,11,0,107,1,13,0,131,1,587,306,2,1,9,75,9,11,3,0,21,20,0,39,2,0,7,12,9,7,11,3,48.4,46.2,1001.9,4.9,10.8,19.0,26.0,54.0,39.9,0.51,,1
2022,3,26,7,2022-03-26,8,0,94,0,21,0,123,0,541,283,2,1,9,71,5,13,1,0,20,21,1,34,2,0,4,8,3,16,12,4,47.1,41.2,998.2,9.8,10.0,14.0,,54.0,43.0,0.04,,0
2022,3,27,1,2022-03-27,8,0,89,0,19,0,116,0,529,264,5,1,14,53,5,12,0,1,23,26,3,23,4,0,2,6,8,11,15,1,45.5,37.3,999.0,10.0,15.8,21.0,28.9,52.0,42.1,0.02,,0
2022,3,28,2,2022-03-28,8,0,92,0,29,1,129,1,557,292,2,0,8,68,7,2,1,1,25,29,2,34,1,1,3,10,10,6,16,7,34.1,13.6,1005.5,10.0,15.1,21.0,31.1,50.0,28.9,0.01,,0
2022,3,29,3,2022-03-29,8,0,102,0,22,0,132,0,511,269,0,0,9,54,6,11,0,0,22,18,0,34,1,0,7,5,9,12,9,4,30.5,9.0,1013.7,10.0,13.8,17.1,25.1,41.0,21.9,0.0,,0
2022,3,30,4,2022-03-30,11,0,77,0,20,0,108,0,536,278,1,0,13,57,6,7,1,0,23,28,3,39,6,0,4,4,9,7,14,7,38.1,14.3,1018.9,10.0,14.7,20.0,27.0,46.0,21.9,0.0,,0
2022,3,31,5,2022-03-31,17,0,84,0,22,0,123,0,538,276,1,0,9,58,6,14,1,0,18,21,2,45,3,0,1,6,7,14,9,3,49.2,42.6,1013.2,8.3,14.6,22.9,32.1,57.9,32.0,0.0,,0
2022,4,1,6,2022-04-01,9,0,117,0,20,1,146,1,536,284,2,0,8,78,9,12,4,2,17,26,0,29,2,0,3,8,11,12,14,3,53.1,49.4,1000.0,4.9,18.5,28.0,39.0,57.9,42.1,0.33,,1
2022,4,2,7,2022-04-02,13,0,96,0,20,0,129,0,544,274,3,0,9,62,10,12,4,1,13,25,3,35,2,0,4,11,9,11,6,1,45.2,28.3,1011.0,10.0,16.5,25.1,31.1,57.0,39.9,0.13,,0
2022,4,3,1,2022-04-03,16,0,87,0,11,0,114,0,495,253,3,0,6,78,4,12,1,0,9,29,0,18,3,0,2,9,5,15,14,1,44.5,38.3,1011.6,9.8,8.3,13.0,,52.0,37.0,0.0,,0
2022,4,4,2,2022-04-04,9,0,80,0,22,0,111,0,532,281,3,0,12,74,6,4,1,0,20,22,1,38,2,0,8,9,8,10,8,5,45.0,35.8,1009.2,10.0,12.3,18.1,22.9,52.0,37.0,0.17,,0
2022,4,5,3,2022-04-05,8,0,70,0,22,0,100,0,472,247,3,1,14,62,7,7,5,0,11,22,0,30,2,0,3,4,5,9,11,3,46.8,36.3,1016.8,10.0,8.3,13.0,,54.0,37.9,0.0,,0
2022,4,6,4,2022-04-06,10,0,74,0,29,0,113,0,459,250,3,0,7,55,5,4,5,2,22,16,0,28,4,1,3,5,6,8,15,1,46.9,44.3,1012.8,6.8,12.5,20.0,28.0,54.0,37.9,0.31,,0
2022,4,7,5,2022-04-07,13,0,83,0,31,1,127,1,542,278,3,0,8,65,6,4,8,0,24,22,1,38,2,0,3,11,11,9,15,5,49.3,41.0,1012.3,10.0,14.3,20.0,32.1,55.0,45.0,0.2,,0
2022,4,8,6,2022-04-08,16,0,115,1,35,0,166,1,621,335,2,0,21,84,7,9,5,0,25,24,2,37,2,0,5,4,7,10,12,5,50.5,46.7,1004.0,5.8,18.7,26.0,36.9,55.0,46.0,0.08,,1
